G	P1PT	P1SC	P1NC	P2PT	P2SC	P2NC	CPT	CSC	CNC
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	3	4.0	0.28125	6	2.0	0.375	3
2	2.0	0.375	3	4.0	0.28125	6	3.0	0.3125	5
2	3.0	0.5625	5	4.0	0.4375	6	4.0	0.5	6
2	3.0	0.5625	5	4.0	0.4375	6	2.0	0.75	2
2	2.0	0.625	3	2.0	0.375	4	3.0	0.6875	5
2	2.0	0.625	3	2.0	0.375	4	1.0	0.25	2
2	2.0	0.375	3	4.0	0.28125	6	3.0	0.8125	4
2	2.0	0.375	3	4.0	0.28125	6	1.0	0.125	3
2	3.0	0.625	3	2.0	0.375	3	3.0	0.875	3
2	3.0	0.625	3	2.0	0.375	3	2.0	0.375	4
2	4.0	0.28125	6	8.0	0.625	9	1.0	0.25	2
2	4.0	0.28125	6	8.0	0.625	9	9.0	0.65625	10
2	8.0	0.625	9	2.0	0.375	4	9.0	0.53125	9
2	8.0	0.625	9	2.0	0.375	4	3.0	0.4375	5
2	2.0	0.375	3	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	3	2.0	0.375	4	5.0	0.5	7
2	8.0	0.625	9	4.0	0.6875	5	9.0	0.5625	10
2	8.0	0.625	9	4.0	0.6875	5	5.0	0.8125	5
2	2.0	0.375	3	8.0	0.625	9	1.0	0.25	2
2	2.0	0.375	3	8.0	0.625	9	8.0	0.625	9
2	2.0	0.375	4	8.0	0.625	9	8.0	0.625	9
2	2.0	0.375	4	8.0	0.625	9	1.0	0.25	2
2	2.0	0.375	3	4.0	0.4375	6	1.0	0.25	2
2	2.0	0.375	3	4.0	0.4375	6	3.0	0.625	4
2	8.0	0.625	9	2.0	0.375	3	7.0	0.59375	10
2	8.0	0.625	9	2.0	0.375	3	1.0	0.5	1
2	2.0	0.375	4	4.0	0.75	5	3.0	0.875	3
2	2.0	0.375	4	4.0	0.75	5	6.0	0.65625	9
2	2.0	0.375	3	2.0	0.375	4	3.0	0.5	4
2	2.0	0.375	3	2.0	0.375	4	2.0	0.375	3
2	3.0	0.5625	5	4.0	0.75	5	4.0	0.46875	7
2	3.0	0.5625	5	4.0	0.75	5	5.0	0.78125	7
2	2.0	0.375	3	2.0	0.375	3	1.0	0.25	2
2	2.0	0.375	3	2.0	0.375	3	7.0	0.53125	7
2	2.0	0.375	4	3.0	0.625	4	1.0	0.5	1
2	2.0	0.375	4	3.0	0.625	4	6.0	0.5625	6
2	2.0	0.75	2	3.0	0.625	4	5.0	0.6875	5
2	2.0	0.75	2	3.0	0.625	4	3.0	0.625	4
2	4.0	0.75	5	2.0	0.3125	4	4.0	0.75	5
2	4.0	0.75	5	2.0	0.3125	4	2.0	0.375	3
2	4.0	0.4375	6	4.0	0.28125	6	2.0	0.3125	4
2	4.0	0.4375	6	4.0	0.28125	6	1.0	0.5	1
2	7.0	0.59375	10	2.0	0.375	3	7.0	0.46875	11
2	7.0	0.59375	10	2.0	0.375	3	1.0	0.25	2
2	3.0	0.625	4	2.0	0.625	3	2.0	0.5	3
2	3.0	0.625	4	2.0	0.625	3	2.0	0.75	2
2	2.0	0.375	3	2.0	0.625	3	1.0	0.125	3
2	2.0	0.375	3	2.0	0.625	3	3.0	0.6875	5
2	8.0	0.625	9	6.0	0.71875	7	8.0	0.59375	10
2	8.0	0.625	9	6.0	0.71875	7	10.0	0.78125	10
2	4.0	0.28125	6	3.0	0.3125	4	1.0	0.125	3
2	4.0	0.28125	6	3.0	0.3125	4	3.0	0.4375	4
2	2.0	0.3125	4	2.0	0.75	2	2.0	0.375	3
2	2.0	0.3125	4	2.0	0.75	2	2.0	0.625	3
2	2.0	0.75	2	2.0	0.75	2	1.0	0.25	2
2	2.0	0.75	2	2.0	0.75	2	2.0	0.75	2
2	2.0	0.75	2	2.0	0.375	3	3.0	0.4375	5
2	2.0	0.75	2	2.0	0.375	3	1.0	0.5	1
2	10.0	0.5625	9	3.0	0.625	3	7.0	0.53125	6
2	10.0	0.5625	9	3.0	0.625	3	3.0	0.625	4
2	2.0	0.375	4	3.0	0.5625	5	1.0	0.125	3
2	2.0	0.375	4	3.0	0.5625	5	4.0	0.5	8
2	2.0	0.375	3	2.0	0.375	3	2.0	0.75	2
2	2.0	0.375	3	2.0	0.375	3	2.0	0.1875	5
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	4	4.0	0.28125	6	1.0	0.25	2
2	2.0	0.375	4	4.0	0.28125	6	3.0	0.3125	6
2	10.0	0.5625	9	4.0	0.4375	6	3.0	0.875	3
2	10.0	0.5625	9	4.0	0.4375	6	7.0	0.71875	7
2	2.0	0.375	4	4.0	0.28125	6	2.0	0.75	2
2	2.0	0.375	4	4.0	0.28125	6	2.0	0.1875	6
2	2.0	0.75	2	2.0	0.75	2	2.0	0.75	2
2	2.0	0.75	2	2.0	0.75	2	1.0	0.5	1
2	3.0	0.5625	5	3.0	0.4375	5	3.0	0.875	3
2	3.0	0.5625	5	3.0	0.4375	5	3.0	0.3125	6
2	3.0	0.5625	5	8.0	0.625	9	3.0	0.4375	5
2	3.0	0.5625	5	8.0	0.625	9	4.0	0.6875	5
2	2.0	0.375	3	2.0	0.75	2	1.0	0.5	1
2	2.0	0.375	3	2.0	0.75	2	2.0	0.375	3
2	8.0	0.59375	11	4.0	0.4375	6	8.0	0.59375	11
2	8.0	0.59375	11	4.0	0.4375	6	4.0	0.4375	6
2	8.0	0.71875	8	8.0	0.59375	11	5.0	0.6875	4
2	8.0	0.71875	8	8.0	0.59375	11	7.0	0.5	11
2	2.0	0.375	4	2.0	0.375	4	1.0	0.25	2
2	2.0	0.375	4	2.0	0.375	4	1.0	0.25	2
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	3.0	0.625	4	3.0	0.625	3	2.0	0.5	3
2	3.0	0.625	4	3.0	0.625	3	5.0	0.6875	4
2	3.0	0.4375	5	3.0	0.4375	5	2.0	0.1875	4
2	3.0	0.4375	5	3.0	0.4375	5	3.0	0.875	3
2	4.0	0.28125	6	2.0	0.375	4	1.0	0.25	2
2	4.0	0.28125	6	2.0	0.375	4	5.0	0.625	6
2	2.0	0.375	3	8.0	0.625	9	1.0	0.25	2
2	2.0	0.375	3	8.0	0.625	9	8.0	0.59375	7
2	2.0	0.375	4	4.0	0.4375	6	2.0	0.3125	4
2	2.0	0.375	4	4.0	0.4375	6	3.0	0.625	4
2	2.0	0.3125	4	4.0	0.75	5	2.0	0.3125	4
2	2.0	0.3125	4	4.0	0.75	5	4.0	0.75	5
2	2.0	0.375	4	3.0	0.5625	5	1.0	0.5	1
2	2.0	0.375	4	3.0	0.5625	5	5.0	0.5	8
2	3.0	0.4375	5	3.0	0.625	4	3.0	0.3125	5
2	3.0	0.4375	5	3.0	0.625	4	2.0	0.75	2
2	8.0	0.71875	8	8.0	0.625	9	8.0	0.5625	9
2	8.0	0.71875	8	8.0	0.625	9	8.0	0.625	9
2	4.0	0.6875	5	2.0	0.3125	4	2.0	0.75	2
2	4.0	0.6875	5	2.0	0.3125	4	4.0	0.40625	7
2	3.0	0.3125	4	6.0	0.71875	7	4.0	0.5625	4
2	3.0	0.3125	4	6.0	0.71875	7	6.0	0.71875	7
2	4.0	0.4375	6	8.0	0.625	9	6.0	0.625	8
2	4.0	0.4375	6	8.0	0.625	9	6.0	0.5625	7
2	3.0	0.625	3	2.0	0.375	4	3.0	0.625	3
2	3.0	0.625	3	2.0	0.375	4	2.0	0.375	4
2	3.0	0.4375	5	4.0	0.6875	5	3.0	0.5	4
2	3.0	0.4375	5	4.0	0.6875	5	2.0	0.5	3
2	3.0	0.625	4	2.0	0.375	4	2.0	0.375	4
2	3.0	0.625	4	2.0	0.375	4	3.0	0.5	4
2	6.0	0.71875	7	2.0	0.375	3	6.0	0.71875	7
2	6.0	0.71875	7	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	3	4.0	0.6875	5	1.0	0.25	2
2	2.0	0.375	3	4.0	0.6875	5	3.0	0.625	4
2	4.0	0.6875	5	8.0	0.625	9	1.0	0.25	2
2	4.0	0.6875	5	8.0	0.625	9	8.0	0.625	9
2	2.0	0.3125	4	8.0	0.625	9	4.0	0.25	7
2	2.0	0.3125	4	8.0	0.625	9	10.0	0.5625	9
2	7.0	0.59375	10	2.0	0.375	4	7.0	0.59375	10
2	7.0	0.59375	10	2.0	0.375	4	1.0	0.5	1
2	2.0	0.375	4	2.0	0.625	3	2.0	0.375	4
2	2.0	0.375	4	2.0	0.625	3	3.0	0.5	4
2	4.0	0.6875	5	2.0	0.375	3	2.0	0.75	2
2	4.0	0.6875	5	2.0	0.375	3	3.0	0.3125	5
2	4.0	0.28125	6	3.0	0.5625	5	1.0	0.25	2
2	4.0	0.28125	6	3.0	0.5625	5	5.0	0.53125	7
2	2.0	0.625	3	2.0	0.75	2	2.0	0.75	2
2	2.0	0.625	3	2.0	0.75	2	3.0	0.625	4
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	3.0	0.625	4	2.0	0.375	4	6.0	0.5625	8
2	3.0	0.625	4	2.0	0.375	4	2.0	0.75	2
2	8.0	0.59375	11	4.0	0.75	5	8.0	0.59375	11
2	8.0	0.59375	11	4.0	0.75	5	4.0	0.75	5
2	8.0	0.71875	8	3.0	0.625	4	7.0	0.84375	7
2	8.0	0.71875	8	3.0	0.625	4	5.0	0.59375	7
2	8.0	0.625	9	3.0	0.5625	5	6.0	0.71875	7
2	8.0	0.625	9	3.0	0.5625	5	3.0	0.53125	6
2	3.0	0.5625	5	2.0	0.375	4	3.0	0.4375	5
2	3.0	0.5625	5	2.0	0.375	4	2.0	0.625	3
2	3.0	0.5625	5	3.0	0.625	3	5.0	0.5	8
2	3.0	0.5625	5	3.0	0.625	3	3.0	0.625	3
2	2.0	0.75	2	10.0	0.5625	9	2.0	0.75	2
2	2.0	0.75	2	10.0	0.5625	9	10.0	0.5625	9
2	4.0	0.4375	6	3.0	0.625	3	2.0	0.375	4
2	4.0	0.4375	6	3.0	0.625	3	3.0	0.625	3
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	3.0	0.5625	5	2.0	0.375	3	1.0	0.5	1
2	3.0	0.5625	5	2.0	0.375	3	3.0	0.5	4
2	3.0	0.625	3	2.0	0.75	2	1.0	0.5	1
2	3.0	0.625	3	2.0	0.75	2	2.0	0.75	2
2	2.0	0.375	3	2.0	0.75	2	1.0	0.5	1
2	2.0	0.375	3	2.0	0.75	2	2.0	0.375	3
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	3	2.0	0.375	3	2.0	0.375	3
2	4.0	0.4375	6	2.0	0.375	3	2.0	0.375	3
2	4.0	0.4375	6	2.0	0.375	3	1.0	0.25	2
2	2.0	0.375	3	2.0	0.375	4	1.0	0.25	2
2	2.0	0.375	3	2.0	0.375	4	3.0	0.4375	5
2	4.0	0.6875	5	8.0	0.625	9	2.0	0.5	3
2	4.0	0.6875	5	8.0	0.625	9	9.0	0.6875	10
2	3.0	0.5625	5	3.0	0.5625	5	3.0	0.5625	5
2	3.0	0.5625	5	3.0	0.5625	5	3.0	0.5625	5
2	3.0	0.625	4	5.0	0.40625	9	2.0	0.5	3
2	3.0	0.625	4	5.0	0.40625	9	5.0	0.40625	9
2	4.0	0.75	5	2.0	0.375	4	4.0	0.75	5
2	4.0	0.75	5	2.0	0.375	4	3.0	0.8125	4
2	2.0	0.3125	4	3.0	0.4375	5	2.0	0.3125	4
2	2.0	0.3125	4	3.0	0.4375	5	2.0	0.75	2
2	3.0	0.3125	4	2.0	0.375	4	2.0	0.375	3
2	3.0	0.3125	4	2.0	0.375	4	1.0	0.125	3
2	2.0	0.375	4	8.0	0.59375	11	1.0	0.25	2
2	2.0	0.375	4	8.0	0.59375	11	8.0	0.59375	11
2	2.0	0.375	3	8.0	0.625	9	1.0	0.25	2
2	2.0	0.375	3	8.0	0.625	9	6.0	0.8125	7
2	2.0	0.375	4	2.0	0.375	3	2.0	0.75	2
2	2.0	0.375	4	2.0	0.375	3	1.0	0.25	2
2	4.0	0.6875	5	3.0	0.4375	5	3.0	0.4375	5
2	4.0	0.6875	5	3.0	0.4375	5	4.0	0.6875	5
2	2.0	0.375	4	2.0	0.375	3	2.0	0.375	3
2	2.0	0.375	4	2.0	0.375	3	2.0	0.375	4
2	6.0	0.71875	7	4.0	0.6875	5	6.0	0.71875	7
2	6.0	0.71875	7	4.0	0.6875	5	3.0	0.625	3
2	3.0	0.5625	5	2.0	0.375	4	5.0	0.625	8
2	3.0	0.5625	5	2.0	0.375	4	1.0	0.125	3
2	2.0	0.375	4	3.0	0.5625	5	1.0	0.0625	4
2	2.0	0.375	4	3.0	0.5625	5	2.0	0.375	4
2	2.0	0.375	3	2.0	0.625	3	2.0	0.3125	4
2	2.0	0.375	3	2.0	0.625	3	2.0	0.5	3
2	8.0	0.625	9	4.0	0.28125	6	8.0	0.625	9
2	8.0	0.625	9	4.0	0.28125	6	2.0	0.5	3
2	3.0	0.4375	5	4.0	0.75	5	1.0	0.5	1
2	3.0	0.4375	5	4.0	0.75	5	4.0	0.75	5
2	8.0	0.625	9	7.0	0.59375	10	8.0	0.625	9
2	8.0	0.625	9	7.0	0.59375	10	6.0	0.5625	9
2	8.0	0.59375	11	3.0	0.5625	5	8.0	0.59375	11
2	8.0	0.59375	11	3.0	0.5625	5	1.0	0.25	2
2	2.0	0.375	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	4	2.0	0.375	4	1.0	0.5	1
2	3.0	0.5625	5	3.0	0.5625	5	10.0	0.5	9
2	3.0	0.5625	5	3.0	0.5625	5	4.0	0.6875	5
2	2.0	0.375	4	2.0	0.375	4	3.0	0.5	4
2	2.0	0.375	4	2.0	0.375	4	1.0	0.25	2
2	4.0	0.4375	6	3.0	0.5625	5	1.0	0.125	3
2	4.0	0.4375	6	3.0	0.5625	5	3.0	0.625	4
2	8.0	0.59375	11	7.0	0.59375	10	7.0	0.5625	10
2	8.0	0.59375	11	7.0	0.59375	10	9.0	0.6875	9
2	2.0	0.375	3	2.0	0.375	3	1.0	0.25	2
2	2.0	0.375	3	2.0	0.375	3	3.0	0.4375	5
2	2.0	0.375	3	2.0	0.3125	4	2.0	0.3125	4
2	2.0	0.375	3	2.0	0.3125	4	2.0	0.375	3
2	3.0	0.4375	5	2.0	0.375	3	2.0	0.375	3
2	3.0	0.4375	5	2.0	0.375	3	1.0	0.5	1
2	2.0	0.375	4	3.0	0.4375	5	4.0	0.8125	5
2	2.0	0.375	4	3.0	0.4375	5	1.0	0.125	3
2	4.0	0.6875	5	8.0	0.625	9	4.0	0.5625	6
2	4.0	0.6875	5	8.0	0.625	9	7.0	0.6875	9
2	2.0	0.375	3	2.0	0.375	4	3.0	0.5	4
2	2.0	0.375	3	2.0	0.375	4	2.0	0.1875	4
2	8.0	0.625	9	2.0	0.375	3	8.0	0.625	9
2	8.0	0.625	9	2.0	0.375	3	1.0	0.25	2
2	8.0	0.59375	11	4.0	0.4375	6	8.0	0.625	10
2	8.0	0.59375	11	4.0	0.4375	6	9.0	0.625	11
2	8.0	0.625	9	2.0	0.3125	4	8.0	0.625	9
2	8.0	0.625	9	2.0	0.3125	4	2.0	0.5	3
2	8.0	0.625	9	8.0	0.71875	8	3.0	0.625	3
2	8.0	0.625	9	8.0	0.71875	8	8.0	0.71875	7
2	8.0	0.59375	11	8.0	0.625	9	10.0	0.5	12
2	8.0	0.59375	11	8.0	0.625	9	9.0	0.6875	10
2	2.0	0.375	4	3.0	0.3125	4	2.0	0.375	4
2	2.0	0.375	4	3.0	0.3125	4	5.0	0.34375	6
2	4.0	0.75	5	3.0	0.5625	5	4.0	0.75	5
2	4.0	0.75	5	3.0	0.5625	5	4.0	0.46875	7
2	2.0	0.375	3	4.0	0.28125	6	2.0	0.75	2
2	2.0	0.375	3	4.0	0.28125	6	1.0	0.25	2
2	2.0	0.3125	4	2.0	0.375	4	1.0	0.25	2
2	2.0	0.3125	4	2.0	0.375	4	2.0	0.375	4
2	2.0	0.3125	4	8.0	0.625	9	3.0	0.21875	6
2	2.0	0.3125	4	8.0	0.625	9	5.0	0.8125	6
2	4.0	0.6875	5	8.0	0.625	9	3.0	0.625	4
2	4.0	0.6875	5	8.0	0.625	9	8.0	0.625	9
2	2.0	0.75	2	2.0	0.375	4	2.0	0.75	2
2	2.0	0.75	2	2.0	0.375	4	1.0	0.125	3
2	8.0	0.625	9	2.0	0.375	3	9.0	0.78125	11
2	8.0	0.625	9	2.0	0.375	3	2.0	0.375	4
2	4.0	0.4375	6	2.0	0.375	3	3.0	0.5	5
2	4.0	0.4375	6	2.0	0.375	3	1.0	0.25	2
2	2.0	0.75	2	2.0	0.375	4	3.0	0.5	4
2	2.0	0.75	2	2.0	0.375	4	1.0	0.5	1
2	4.0	0.4375	6	2.0	0.375	4	5.0	0.5	7
2	4.0	0.4375	6	2.0	0.375	4	1.0	0.25	2
2	4.0	0.28125	6	3.0	0.4375	5	2.0	0.375	4
2	4.0	0.28125	6	3.0	0.4375	5	4.0	0.34375	7
2	4.0	0.28125	6	2.0	0.375	4	1.0	0.25	2
2	4.0	0.28125	6	2.0	0.375	4	3.0	0.4375	5
2	8.0	0.625	9	2.0	0.625	3	8.0	0.59375	10
2	8.0	0.625	9	2.0	0.625	3	3.0	0.6875	4
2	2.0	0.375	3	2.0	0.75	2	1.0	0.5	1
2	2.0	0.375	3	2.0	0.75	2	2.0	0.75	2
2	3.0	0.4375	5	3.0	0.5625	5	3.0	0.4375	5
2	3.0	0.4375	5	3.0	0.5625	5	4.0	0.6875	6
2	3.0	0.625	4	2.0	0.375	4	2.0	0.375	4
2	3.0	0.625	4	2.0	0.375	4	3.0	0.625	4
2	8.0	0.625	9	8.0	0.625	9	7.0	0.59375	10
2	8.0	0.625	9	8.0	0.625	9	7.0	0.59375	10
2	8.0	0.625	9	2.0	0.625	3	7.0	0.59375	10
2	8.0	0.625	9	2.0	0.625	3	2.0	0.75	2
2	2.0	0.75	2	2.0	0.375	3	2.0	0.75	2
2	2.0	0.75	2	2.0	0.375	3	1.0	0.5	1
2	2.0	0.375	3	4.0	0.28125	6	2.0	0.75	2
2	2.0	0.375	3	4.0	0.28125	6	1.0	0.25	2
2	3.0	0.5625	5	2.0	0.375	4	2.0	0.375	4
2	3.0	0.5625	5	2.0	0.375	4	1.0	0.25	2
2	3.0	0.5625	5	2.0	0.3125	4	5.0	0.53125	7
2	3.0	0.5625	5	2.0	0.3125	4	1.0	0.5	1
2	3.0	0.3125	4	2.0	0.625	3	2.0	0.375	3
2	3.0	0.3125	4	2.0	0.625	3	1.0	0.25	2
2	2.0	0.375	4	2.0	0.625	3	1.0	0.5	1
2	2.0	0.375	4	2.0	0.625	3	3.0	0.59375	7
2	2.0	0.375	3	2.0	0.625	3	1.0	0.25	2
2	2.0	0.375	3	2.0	0.625	3	2.0	0.625	3
2	4.0	0.28125	6	4.0	0.4375	6	1.0	0.125	3
2	4.0	0.28125	6	4.0	0.4375	6	5.0	0.8125	5
2	4.0	0.4375	6	10.0	0.5625	9	4.0	0.46875	8
2	4.0	0.4375	6	10.0	0.5625	9	7.0	0.46875	8
2	2.0	0.375	3	2.0	0.375	4	2.0	0.375	4
2	2.0	0.375	3	2.0	0.375	4	2.0	0.375	3
2	3.0	0.5625	5	5.0	0.40625	9	5.0	0.5	8
2	3.0	0.5625	5	5.0	0.40625	9	5.0	0.40625	9
2	2.0	0.375	4	2.0	0.375	3	1.0	0.5	1
2	2.0	0.375	4	2.0	0.375	3	3.0	0.34375	6
2	3.0	0.4375	5	4.0	0.28125	6	3.0	0.4375	4
2	3.0	0.4375	5	4.0	0.28125	6	3.0	0.3125	5
2	2.0	0.625	3	3.0	0.5625	5	2.0	0.75	2
2	2.0	0.625	3	3.0	0.5625	5	1.0	0.5	1
2	2.0	0.375	3	2.0	0.375	4	1.0	0.25	2
2	2.0	0.375	3	2.0	0.375	4	3.0	0.4375	5
2	2.0	0.375	4	4.0	0.4375	6	1.0	0.25	2
2	2.0	0.375	4	4.0	0.4375	6	5.0	0.625	6
2	4.0	0.4375	6	8.0	0.625	9	7.0	0.59375	10
2	4.0	0.4375	6	8.0	0.625	9	5.0	0.53125	6
2	2.0	0.75	2	2.0	0.3125	4	2.0	0.625	3
2	2.0	0.75	2	2.0	0.3125	4	2.0	0.375	3
2	2.0	0.375	4	4.0	0.4375	6	4.0	0.4375	6
2	2.0	0.375	4	4.0	0.4375	6	2.0	0.375	4
2	4.0	0.28125	6	8.0	0.71875	8	4.0	0.28125	6
2	4.0	0.28125	6	8.0	0.71875	8	8.0	0.71875	8
2	4.0	0.28125	6	2.0	0.75	2	3.0	0.3125	6
2	4.0	0.28125	6	2.0	0.75	2	2.0	0.75	2
2	3.0	0.5625	5	4.0	0.6875	5	5.0	0.78125	7
2	3.0	0.5625	5	4.0	0.6875	5	4.0	0.4375	6
2	4.0	0.28125	6	2.0	0.375	3	2.0	0.1875	4
2	4.0	0.28125	6	2.0	0.375	3	2.0	0.75	2
2	3.0	0.5625	5	8.0	0.625	9	2.0	0.375	3
2	3.0	0.5625	5	8.0	0.625	9	8.0	0.625	9
2	3.0	0.5625	5	2.0	0.375	4	1.0	0.5	1
2	3.0	0.5625	5	2.0	0.375	4	2.0	0.375	4
2	8.0	0.59375	11	2.0	0.375	3	7.0	0.53125	9
2	8.0	0.59375	11	2.0	0.375	3	0.0	0.0	0
2	2.0	0.375	4	2.0	0.75	2	1.0	0.5	1
2	2.0	0.375	4	2.0	0.75	2	3.0	0.5	4
2	4.0	0.28125	6	4.0	0.6875	5	4.0	0.6875	5
2	4.0	0.28125	6	4.0	0.6875	5	4.0	0.28125	6
2	3.0	0.625	4	2.0	0.375	4	2.0	0.375	4
2	3.0	0.625	4	2.0	0.375	4	4.0	0.6875	6
2	2.0	0.375	3	3.0	0.625	4	1.0	0.25	2
2	2.0	0.375	3	3.0	0.625	4	3.0	0.625	4
2	6.0	0.71875	7	2.0	0.3125	4	10.0	0.78125	10
2	6.0	0.71875	7	2.0	0.3125	4	2.0	0.375	3
2	2.0	0.75	2	4.0	0.28125	6	2.0	0.75	2
2	2.0	0.75	2	4.0	0.28125	6	3.0	0.3125	6
2	4.0	0.28125	6	10.0	0.5625	9	3.0	0.3125	5
2	4.0	0.28125	6	10.0	0.5625	9	10.0	0.5625	9
2	4.0	0.4375	6	2.0	0.75	2	2.0	0.625	3
2	4.0	0.4375	6	2.0	0.75	2	2.0	0.75	2
2	2.0	0.3125	4	4.0	0.75	5	1.0	0.25	2
2	2.0	0.3125	4	4.0	0.75	5	3.0	0.6875	5
2	8.0	0.625	9	8.0	0.625	9	8.0	0.625	9
2	8.0	0.625	9	8.0	0.625	9	1.0	0.25	2
2	2.0	0.75	2	2.0	0.375	4	2.0	0.625	3
2	2.0	0.75	2	2.0	0.375	4	1.0	0.5	1
2	2.0	0.3125	4	4.0	0.4375	6	3.0	0.3125	4
2	2.0	0.3125	4	4.0	0.4375	6	2.0	0.625	3
2	2.0	0.375	4	8.0	0.71875	8	2.0	0.375	4
2	2.0	0.375	4	8.0	0.71875	8	10.0	0.65625	9
2	2.0	0.3125	4	6.0	0.71875	7	2.0	0.75	2
2	2.0	0.3125	4	6.0	0.71875	7	10.0	0.78125	10
2	3.0	0.5625	5	2.0	0.375	3	4.0	0.75	5
2	3.0	0.5625	5	2.0	0.375	3	1.0	0.25	2
2	2.0	0.375	4	4.0	0.4375	6	1.0	0.25	2
2	2.0	0.375	4	4.0	0.4375	6	5.0	0.5	7
2	2.0	0.375	3	3.0	0.625	4	2.0	0.5	3
2	2.0	0.375	3	3.0	0.625	4	3.0	0.5	5
2	3.0	0.625	3	2.0	0.3125	4	2.0	0.75	2
2	3.0	0.625	3	2.0	0.3125	4	2.0	0.375	3
2	2.0	0.375	4	3.0	0.625	4	3.0	0.5	4
2	2.0	0.375	4	3.0	0.625	4	3.0	0.4375	6
2	2.0	0.3125	4	3.0	0.625	4	2.0	0.5	3
2	2.0	0.3125	4	3.0	0.625	4	2.0	0.375	3
2	2.0	0.375	3	2.0	0.3125	4	1.0	0.5	1
2	2.0	0.375	3	2.0	0.3125	4	2.0	0.3125	4
2	8.0	0.625	9	2.0	0.375	3	9.0	0.65625	9
2	8.0	0.625	9	2.0	0.375	3	2.0	0.375	4
2	2.0	0.375	4	3.0	0.5625	5	2.0	0.625	3
2	2.0	0.375	4	3.0	0.5625	5	3.0	0.4375	5
2	3.0	0.625	4	8.0	0.71875	8	4.0	0.625	5
2	3.0	0.625	4	8.0	0.71875	8	9.0	0.71875	7
2	2.0	0.375	4	4.0	0.75	5	5.0	0.625	7
2	2.0	0.375	4	4.0	0.75	5	4.0	0.75	5
2	3.0	0.5625	5	4.0	0.4375	6	4.0	0.5	6
2	3.0	0.5625	5	4.0	0.4375	6	5.0	0.5625	6
2	8.0	0.625	9	2.0	0.375	4	7.0	0.5625	8
2	8.0	0.625	9	2.0	0.375	4	3.0	0.25	6
2	4.0	0.4375	6	2.0	0.3125	4	7.0	0.6875	9
2	4.0	0.4375	6	2.0	0.3125	4	1.0	0.5	1
2	8.0	0.625	9	3.0	0.5625	5	7.0	0.625	10
2	8.0	0.625	9	3.0	0.5625	5	3.0	0.5	5
2	2.0	0.3125	4	8.0	0.625	9	3.0	0.5	4
2	2.0	0.3125	4	8.0	0.625	9	8.0	0.5625	9
2	3.0	0.625	4	4.0	0.6875	5	3.0	0.5	4
2	3.0	0.625	4	4.0	0.6875	5	4.0	0.6875	5
2	4.0	0.28125	6	3.0	0.3125	4	1.0	0.5	1
2	4.0	0.28125	6	3.0	0.3125	4	2.0	0.375	3
2	2.0	0.375	3	3.0	0.4375	5	1.0	0.5	1
2	2.0	0.375	3	3.0	0.4375	5	1.0	0.25	2
2	3.0	0.5625	5	3.0	0.625	3	2.0	0.75	2
2	3.0	0.5625	5	3.0	0.625	3	1.0	0.25	2
3	4.0	0.28125	6	4.0	0.6875	5	3.0	0.3125	6
3	4.0	0.28125	6	4.0	0.6875	5	6.0	0.6875	7
3	7.0	0.5	11	8.0	0.625	9	7.0	0.5	11
3	7.0	0.5	11	8.0	0.625	9	8.0	0.625	9
3	3.0	0.625	4	2.0	0.375	3	2.0	0.625	3
3	3.0	0.625	4	2.0	0.375	3	2.0	0.375	3
3	3.0	0.4375	5	5.0	0.59375	7	3.0	0.4375	5
3	3.0	0.4375	5	5.0	0.59375	7	3.0	0.625	4
3	6.0	0.5625	7	5.0	0.5	7	5.0	0.6875	7
3	6.0	0.5625	7	5.0	0.5	7	5.0	0.5	7
3	2.0	0.3125	4	3.0	0.3125	5	3.0	0.28125	6
3	2.0	0.3125	4	3.0	0.3125	5	2.0	0.75	2
3	2.0	0.375	3	6.0	0.625	8	1.0	0.5	1
3	2.0	0.375	3	6.0	0.625	8	5.0	0.8125	5
3	3.0	0.625	3	8.0	0.625	9	4.0	0.5625	5
3	3.0	0.625	3	8.0	0.625	9	9.0	0.59375	10
3	3.0	0.625	3	4.0	0.28125	6	1.0	0.5	1
3	3.0	0.625	3	4.0	0.28125	6	3.0	0.5	4
3	8.0	0.625	9	8.0	0.625	9	6.0	0.53125	8
3	8.0	0.625	9	8.0	0.625	9	8.0	0.625	9
3	3.0	0.5625	5	5.0	0.59375	7	3.0	0.4375	5
3	3.0	0.5625	5	5.0	0.59375	7	4.0	0.34375	8
